"","artist_name","edition_number","year","artist_nationality","artist_nationality_other","artist_gender","artist_race","artist_ethnicity","book","space_ratio_per_page_total","artist_unique_id","moma_count_to_year","whitney_count_to_year","artist_race_nwi"
"790","Helen Frankenthaler",10,1996,"American","American","Female","White","Not Hispanic or Latino origin","Gardner",0.4436751816,167,9,9,"White"
"791","Helen Frankenthaler",11,2001,"American","American","Female","White","Not Hispanic or Latino origin","Gardner",0.1795878602,167,10,9,"White"
"792","Helen Frankenthaler",12,2005,"American","American","Female","White","Not Hispanic or Latino origin","Gardner",0.1733418484,167,10,10,"White"
"793","Helen Frankenthaler",13,2009,"American","American","Female","White","Not Hispanic or Latino origin","Gardner",0.2078036152,167,10,11,"White"
"794","Helen Frankenthaler",14,2013,"American","American","Female","White","Not Hispanic or Latino origin","Gardner",0.3510856333,167,10,11,"White"
"795","Helen Frankenthaler",15,2016,"American","American","Female","White","Not Hispanic or Latino origin","Gardner",0.4096799134,167,10,13,"White"
"796","Helen Frankenthaler",16,2020,"American","American","Female","White","Not Hispanic or Latino origin","Gardner",0.4180320324,167,10,14,"White"
"797","Helen Oji",15,2016,"American","American","Female","Asian","Not Hispanic or Latino origin","Gardner",0.2467140869,168,0,0,"Non-White"
"798","Helen Oji",16,2020,"American","American","Female","Asian","Not Hispanic or Latino origin","Gardner",0.2716464163,168,0,0,"Non-White"
"799","Henri Cartier-Bresson",4,1959,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3952329653,169,3,0,"White"
"800","Henri Cartier-Bresson",9,1991,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.5338199513,169,6,0,"White"
"801","Henri de Toulouse-Lautrec",2,1936,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.5722674601,170,2,0,"White"
"802","Henri de Toulouse-Lautrec",3,1948,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.625238173,170,3,0,"White"
"803","Henri de Toulouse-Lautrec",4,1959,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3710207379,170,4,0,"White"
"804","Henri de Toulouse-Lautrec",5,1970,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.7877586919,170,4,0,"White"
"805","Henri de Toulouse-Lautrec",6,1975,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.7035573123,170,4,0,"White"
"806","Henri de Toulouse-Lautrec",7,1980,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.6565402477,170,4,0,"White"
"807","Henri de Toulouse-Lautrec",8,1986,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.6777247909,170,5,0,"White"
"808","Henri de Toulouse-Lautrec",9,1991,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.5058069749,170,5,0,"White"
"809","Henri de Toulouse-Lautrec",10,1996,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.545308823,170,5,0,"White"
"810","Henri de Toulouse-Lautrec",11,2001,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.4131731223,170,6,0,"White"
"811","Henri de Toulouse-Lautrec",12,2005,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3456345224,170,6,0,"White"
"812","Henri de Toulouse-Lautrec",13,2009,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3689612131,170,6,0,"White"
"813","Henri de Toulouse-Lautrec",14,2013,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.4719769467,170,6,0,"White"
"814","Henri de Toulouse-Lautrec",15,2016,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.732859131,170,6,0,"White"
"815","Henri de Toulouse-Lautrec",16,2020,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.8166421208,170,6,0,"White"
"816","Henri Matisse",2,1936,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.4109771375,172,1,0,"White"
"817","Henri Matisse",3,1948,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.6172899995,172,3,0,"White"
"818","Henri Matisse",4,1959,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.8340425531,172,6,0,"White"
"819","Henri Matisse",5,1970,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.0726191864,172,9,0,"White"
"820","Henri Matisse",6,1975,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.1080440124,172,13,0,"White"
"821","Henri Matisse",7,1980,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.9145968196,172,15,0,"White"
"822","Henri Matisse",8,1986,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.7069251503,172,18,0,"White"
"823","Henri Matisse",9,1991,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.5896836983,172,21,0,"White"
"824","Henri Matisse",10,1996,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.8401828041,172,24,0,"White"
"825","Henri Matisse",11,2001,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.8713834435,172,26,0,"White"
"826","Henri Matisse",12,2005,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.8790256363,172,27,0,"White"
"827","Henri Matisse",13,2009,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.7359961783,172,27,0,"White"
"828","Henri Matisse",14,2013,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.9469588399,172,27,0,"White"
"829","Henri Matisse",15,2016,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.9995670327,172,28,0,"White"
"830","Henri Matisse",16,2020,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.8618065783,172,28,0,"White"
"831","Henri Rousseau",2,1936,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3603585969,173,0,0,"White"
"832","Henri Rousseau",3,1948,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.4639746312,173,1,0,"White"
"833","Henri Rousseau",4,1959,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.5670616752,173,1,0,"White"
"834","Henri Rousseau",5,1970,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3933283176,173,1,0,"White"
"835","Henri Rousseau",6,1975,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3917743831,173,1,0,"White"
"836","Henri Rousseau",7,1980,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3250070363,173,1,0,"White"
"837","Henri Rousseau",8,1986,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3293247633,173,3,0,"White"
"838","Henri Rousseau",9,1991,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.4233901054,173,3,0,"White"
"839","Henri Rousseau",10,1996,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.5324511442,173,4,0,"White"
"840","Henri Rousseau",11,2001,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3060935286,173,4,0,"White"
"841","Henri Rousseau",12,2005,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3699479974,173,4,0,"White"
"842","Henri Rousseau",13,2009,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.2617539642,173,4,0,"White"
"843","Henri Rousseau",14,2013,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.4559659748,173,4,0,"White"
"844","Henri Rousseau",15,2016,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.4527910932,173,4,0,"White"
"845","Henri Rousseau",16,2020,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3628344379,173,4,0,"White"
"846","Henry Fuseli",7,1980,"Swiss","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.2824725584,174,0,0,"White"
"847","Henry Fuseli",8,1986,"Swiss","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.1851199115,174,0,0,"White"
"848","Henry Fuseli",9,1991,"Swiss","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3006650446,174,0,0,"White"
"849","Henry Fuseli",10,1996,"Swiss","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3640735309,174,0,0,"White"
"850","Henry Fuseli",11,2001,"Swiss","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.4041686349,174,0,0,"White"
"851","Henry Fuseli",12,2005,"Swiss","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3949609221,174,0,0,"White"
"852","Henry Fuseli",13,2009,"Swiss","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.461082089,174,0,0,"White"
"853","Henry Fuseli",14,2013,"Swiss","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.310649839,174,0,0,"White"
"854","Henry Fuseli",15,2016,"Swiss","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.2970001546,174,0,0,"White"
"855","Henry Fuseli",16,2020,"Swiss","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.281986377,174,0,0,"White"
"856","Henry Ossawa Tanner",9,1991,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Gardner",0.36243309,175,0,0,"Non-White"
"857","Henry Ossawa Tanner",10,1996,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Gardner",0.4169878244,175,0,0,"Non-White"
"858","Henry Ossawa Tanner",11,2001,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Gardner",0.3676045111,175,0,0,"Non-White"
"859","Henry Ossawa Tanner",12,2005,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Gardner",0.3532524405,175,0,0,"Non-White"
"860","Henry Ossawa Tanner",13,2009,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Gardner",0.3674818547,175,0,0,"Non-White"
"861","Henry Ossawa Tanner",14,2013,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Gardner",0.3656788868,175,0,0,"Non-White"
"862","Henry Ossawa Tanner",15,2016,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Gardner",0.293319932,175,0,0,"Non-White"
"863","Henry Ossawa Tanner",16,2020,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Gardner",0.3344225577,175,0,0,"Non-White"
"864","Henry Peach Robinson",9,1991,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.5510300081,176,0,0,"White"
"865","Herbert Bayer",3,1948,"Austrian-American","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3066851761,177,5,0,"White"
"866","Hippolyte Jouvin",9,1991,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3133819951,178,0,0,"White"
"867","Hippolyte Jouvin",10,1996,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.2879847208,178,0,0,"White"
"868","Hippolyte Jouvin",11,2001,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.2404641001,178,0,0,"White"
"869","Hippolyte Jouvin",12,2005,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.2393790104,178,0,0,"White"
"870","Paul Delaroche",10,1996,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.5205825176,319,0,0,"White"
"871","Hokusai",4,1959,"Japanese","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.26576892,179,0,0,"Non-White"
"872","Hokusai",6,1975,"Japanese","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.4865078517,179,0,0,"Non-White"
"873","Honoré Daumier",1,1926,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.4230693459,180,0,0,"White"
"874","Honoré Daumier",2,1936,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.5954431569,180,4,0,"White"
"875","Honoré Daumier",3,1948,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.6599978224,180,6,0,"White"
"876","Honoré Daumier",4,1959,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.5413412335,180,7,0,"White"
"877","Honoré Daumier",5,1970,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.092922464,180,7,0,"White"
"878","Honoré Daumier",6,1975,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.1362674928,180,8,0,"White"
"879","Honoré Daumier",7,1980,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.6336370673,180,8,0,"White"
"880","Honoré Daumier",8,1986,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.6583039602,180,8,0,"White"
"881","Honoré Daumier",9,1991,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.6731549068,180,8,0,"White"
"882","Honoré Daumier",10,1996,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.798011664,180,8,0,"White"
"883","Honoré Daumier",11,2001,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.7087269721,180,8,0,"White"
"884","Honoré Daumier",12,2005,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.0849679166,180,8,0,"White"
"885","Honoré Daumier",13,2009,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.561925015,180,8,0,"White"
"886","Honoré Daumier",14,2013,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.1851201208,180,8,0,"White"
"887","Honoré Daumier",15,2016,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.84068347,180,8,0,"White"
"888","Honoré Daumier",16,2020,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.7841341434,180,8,0,"White"
"889","Huang Binhong",11,2001,"Chinese","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.1958845064,181,0,0,"Non-White"
"890","Ilya Repin",7,1980,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.5677244582,182,0,0,"White"
"891","Ilya Repin",8,1986,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.5924044509,182,0,0,"White"
"892","Ilya Repin",9,1991,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.4566423358,182,0,0,"White"
"893","Ilya Repin",10,1996,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.6780464513,182,0,0,"White"
"894","Isaac Abrams",6,1975,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.3793184489,183,0,0,"White"
"895","Isaac Abrams",7,1980,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.3103891078,183,0,0,"White"
"896","Jackson Pollock",4,1959,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.486587665,184,1,7,"White"
"897","Jackson Pollock",5,1970,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.857951234,184,2,7,"White"
"898","Jackson Pollock",6,1975,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.9312252964,184,2,7,"White"
"899","Jackson Pollock",7,1980,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.6730931607,184,3,7,"White"
"900","Jackson Pollock",8,1986,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.7045407423,184,3,7,"White"
"901","Jackson Pollock",9,1991,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.5245742092,184,3,7,"White"
"902","Jackson Pollock",10,1996,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.5488216637,184,3,7,"White"
"903","Jackson Pollock",11,2001,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.4398618328,184,4,7,"White"
"904","Jackson Pollock",12,2005,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.4681750449,184,5,10,"White"
"905","Jackson Pollock",13,2009,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.4455642365,184,6,13,"White"
"906","Jackson Pollock",14,2013,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.4037261338,184,6,15,"White"
"907","Jackson Pollock",15,2016,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.5326735735,184,7,17,"White"
"908","Jackson Pollock",16,2020,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.5404393716,184,7,17,"White"
"909","Jacob Lawrence",9,1991,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Gardner",0.6249148418,185,1,18,"Non-White"
"910","Jacob Lawrence",10,1996,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Gardner",0.6690426657,185,2,18,"Non-White"
"911","Jacob Lawrence",11,2001,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Gardner",0.4969000945,185,2,19,"Non-White"
"912","Jacob Lawrence",12,2005,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Gardner",0.4865127878,185,2,20,"Non-White"
"913","Jacob Lawrence",13,2009,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Gardner",0.5058943183,185,2,22,"Non-White"
"914","Jacob Lawrence",14,2013,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Gardner",0.5087605751,185,2,22,"Non-White"
"915","Jacob Lawrence",15,2016,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Gardner",0.6280810268,185,2,24,"Non-White"
"916","Jacob Lawrence",16,2020,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Gardner",0.6840175503,185,2,25,"Non-White"
"917","Jacques-Louis David",4,1959,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.778777269,187,0,0,"White"
"918","Jacques-Louis David",5,1970,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.390626159,187,0,0,"White"
"919","Jacques-Louis David",6,1975,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.2633052024,187,0,0,"White"
"920","Jacques-Louis David",7,1980,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.2467457078,187,0,0,"White"
"921","Jacques-Louis David",8,1986,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.4756894049,187,0,0,"White"
"922","Jacques-Louis David",9,1991,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.1297648013,187,0,0,"White"
"923","Jacques-Louis David",10,1996,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",2.9265031888,187,0,0,"White"
"924","Jacques-Louis David",11,2001,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",2.0529050543,187,0,0,"White"
"925","Jacques-Louis David",12,2005,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.664750783,187,0,0,"White"
"926","Jacques-Louis David",13,2009,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.8129998613,187,0,0,"White"
"927","Jacques-Louis David",14,2013,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.6023608093,187,0,0,"White"
"928","Jacques-Louis David",15,2016,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.8416885727,187,0,0,"White"
"929","Jacques-Louis David",16,2020,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.4224349534,187,0,0,"White"
"930","James Abbott McNeill Whistler",1,1926,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",1.5562943263,188,0,0,"White"
"931","James Abbott McNeill Whistler",2,1936,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.8614547447,188,1,0,"White"
"932","James Abbott McNeill Whistler",3,1948,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.4574554957,188,1,0,"White"
"933","James Abbott McNeill Whistler",4,1959,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.4269323997,188,1,0,"White"
"934","James Abbott McNeill Whistler",9,1991,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.5014111922,188,1,0,"White"
"935","James Abbott McNeill Whistler",10,1996,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.5269943044,188,1,0,"White"
"936","James Abbott McNeill Whistler",11,2001,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.434872461,188,1,0,"White"
"937","James Abbott McNeill Whistler",12,2005,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.4965483685,188,1,0,"White"
"938","James Abbott McNeill Whistler",13,2009,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.444269798,188,1,0,"White"
"939","James Abbott McNeill Whistler",14,2013,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.6122694281,188,1,0,"White"
"940","James Abbott McNeill Whistler",15,2016,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.4922220504,188,1,0,"White"
"941","James Abbott McNeill Whistler",16,2020,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.5155252823,188,1,0,"White"
"942","James Ensor",5,1970,"Belgian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3809725651,189,2,0,"White"
"943","James Ensor",6,1975,"Belgian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3766691593,189,2,0,"White"
"944","James Ensor",7,1980,"Belgian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3643048128,189,3,0,"White"
"945","James Ensor",8,1986,"Belgian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.4131246112,189,3,0,"White"
"946","James Ensor",9,1991,"Belgian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3774209246,189,3,0,"White"
"947","James Ensor",10,1996,"Belgian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3089935541,189,4,0,"White"
"948","James Ensor",14,2013,"Belgian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.5108101028,189,6,0,"White"
"949","James Ensor",15,2016,"Belgian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.5081181382,189,6,0,"White"
"950","James Ensor",16,2020,"Belgian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.5118740795,189,6,0,"White"
"951","James Rosenquist",15,2016,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.602690583,190,4,12,"White"
"952","James Rosenquist",16,2020,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.6587199313,190,4,12,"White"
"953","James Tissot",7,1980,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.6057029271,191,0,0,"White"
"954","James Tissot",8,1986,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.6134840003,191,0,0,"White"
"955","James Van Der Zee",9,1991,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Gardner",0.3964963504,192,0,0,"Non-White"
"956","Jasper Johns",11,2001,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.4385628248,193,14,14,"White"
"957","Jasper Johns",12,2005,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.2484262385,193,15,18,"White"
"958","Jasper Johns",13,2009,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.2235680274,193,16,19,"White"
"959","Jasper Johns",14,2013,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.3609634321,193,17,23,"White"
"960","Jasper Johns",15,2016,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.3491263337,193,18,25,"White"
"961","Jasper Johns",16,2020,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.3602571183,193,18,27,"White"
"962","Jean (Hans) Arp",9,1991,"German-French","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3390592052,194,48,0,"White"
"963","Jean (Hans) Arp",11,2001,"German-French","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.2885864431,194,56,0,"White"
"964","Jean (Hans) Arp",12,2005,"German-French","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.2871544567,194,57,0,"White"
"965","Jean (Hans) Arp",13,2009,"German-French","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3087235911,194,59,0,"White"
"966","Jean (Hans) Arp",14,2013,"German-French","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3934168554,194,60,0,"White"
"967","Jean (Hans) Arp",15,2016,"German-French","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3052729241,194,63,0,"White"
"968","Jean (Hans) Arp",16,2020,"German-French","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.2885217231,194,64,0,"White"
"969","Jean Auguste Dominique Ingres",1,1926,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3755417652,195,0,0,"White"
"970","Jean Auguste Dominique Ingres",2,1936,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3266129032,195,0,0,"White"
"971","Jean Auguste Dominique Ingres",3,1948,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.2517012358,195,0,0,"White"
"972","Jean Auguste Dominique Ingres",4,1959,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.2927821169,195,0,0,"White"
"973","Jean Auguste Dominique Ingres",5,1970,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.8580466043,195,0,0,"White"
"974","Jean Auguste Dominique Ingres",6,1975,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.4312787095,195,0,0,"White"
"975","Jean Auguste Dominique Ingres",7,1980,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.2280643118,195,0,0,"White"
"976","Jean Auguste Dominique Ingres",8,1986,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.3941702952,195,0,0,"White"
"977","Jean Auguste Dominique Ingres",9,1991,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.1348742904,195,0,0,"White"
"978","Jean Auguste Dominique Ingres",10,1996,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.9650762253,195,0,0,"White"
"979","Jean Auguste Dominique Ingres",11,2001,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",1.3162198867,195,0,0,"White"
"980","Jean Auguste Dominique Ingres",12,2005,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.9525894839,195,0,0,"White"
"981","Jean Auguste Dominique Ingres",13,2009,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.8954740881,195,0,0,"White"
"982","Jean Auguste Dominique Ingres",14,2013,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.8069437381,195,0,0,"White"
"983","Jean Auguste Dominique Ingres",15,2016,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.8670480903,195,0,0,"White"
"984","Jean Auguste Dominique Ingres",16,2020,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.680565783,195,0,0,"White"
"985","Jean Baptiste Camille Corot",2,1936,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.5959520827,196,2,0,"White"
"986","Jean Baptiste Camille Corot",4,1959,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.500942634,196,5,0,"White"
"987","Jean Baptiste Camille Corot",5,1970,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.4435778699,196,6,0,"White"
"988","Jean Baptiste Camille Corot",6,1975,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.4582843713,196,6,0,"White"
"989","Jean Baptiste Camille Corot",7,1980,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3214185196,196,6,0,"White"
"990","Jean Baptiste Camille Corot",8,1986,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3476397816,196,6,0,"White"
"991","Jean Baptiste Camille Corot",9,1991,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.3168045418,196,6,0,"White"
"992","Jean Baptiste Camille Corot",10,1996,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.417550561,196,6,0,"White"
"993","Jean Baptiste Camille Corot",11,2001,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.2597277988,196,6,0,"White"
"994","Jean Baptiste Greuze",4,1959,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.498249394,197,0,0,"White"
"995","Jean Baptiste Greuze",5,1970,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.5134525109,197,0,0,"White"
"996","Jean Baptiste Greuze",6,1975,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.5171669693,197,0,0,"White"
"997","Jean Baptiste Greuze",7,1980,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.685301154,197,0,0,"White"
"998","Jean Baptiste Greuze",8,1986,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.7044025157,197,0,0,"White"
"999","Jean Baptiste Greuze",9,1991,"French","French","Male","White","Not Hispanic or Latino origin","Gardner",0.5620924574,197,0,0,"White"
